userId,movieId,rating
517,86880,3.5
599,86880,2.5
68,86880,1.5
177,86880,3.5
153,86880,0.5
292,86880,4
139,86880,2
73,86880,3.5
352,86880,4
326,86880,3.5
106,86880,4
246,86880,4
586,86880,5
298,86880,2
111,86880,3
249,86880,3.5
380,86880,5
509,86880,3.5
610,86880,3
62,86880,4
318,86880,3.5
448,86880,1.5
248,86880,4
18,86880,3
256,118696,3.5
305,118696,3
68,118696,3
249,118696,4
298,118696,3
380,118696,3
534,118696,3
475,118696,4.5
551,118696,1
105,118696,4
153,118696,2.5
462,118696,1.5
62,118696,4
586,118696,5
382,118696,4.5
352,118696,5
318,118696,3
291,118696,4
474,3034,3
129,3034,4
249,3034,4
220,3034,5
104,3034,4
525,3034,4
177,3034,4
160,3034,4
448,3034,4
226,3034,4
484,3034,4.5
75,3034,4
1,3034,5
328,3034,2.5
387,3034,3
414,3034,5
274,3034,3.5
509,3034,3
380,3034,3
517,3034,3
39,3034,3
185,3034,3
247,3034,3
68,3034,3
211,3034,4.5
20,3034,5
607,3034,2
19,3034,3
50,3034,3
590,3034,3.5
264,3034,2.5
288,3034,3
103,3034,4.5
579,3034,3
287,3034,1
608,3034,3
493,2366,2
177,2366,3
217,2366,3
469,2366,3
368,2366,4
508,2366,1.5
348,2366,4
332,2366,3.5
571,2366,3
577,2366,3
1,2366,4
527,2366,3
290,2366,5
532,2366,4
313,2366,2
39,2366,5
597,2366,5
70,2366,4.5
186,2366,4
345,2366,3.5
325,2366,4
599,2366,3
380,2366,5
448,2366,5
312,2366,4
325,1721,4
288,1721,3
483,1721,2
490,1721,3
116,1721,4
557,1721,3.5
221,1721,3
280,1721,4
304,1721,5
517,1721,3.5
580,1721,4
474,1721,4
153,1721,2
219,1721,0.5
600,1721,3
532,1721,5
233,1721,3.5
352,1721,4
93,1721,5
140,1721,4
339,1721,4
50,1721,3
370,1721,3.5
330,1721,3.5
381,1721,3.5
305,1721,3.5
33,1721,4
177,1721,5
13,1721,4
583,1721,4
361,1721,2
68,1721,3
34,1721,0.5
47,1721,3.5
230,1721,3
523,1721,5
453,1721,2
561,1721,3
45,1721,4
272,1721,2.5
82,1721,2.5
603,1721,3
166,1721,3
608,1721,2
86,1721,3.5
514,1721,4
18,1721,4
21,1721,3.5
354,1721,4
534,1721,4.5
420,1721,4
537,1721,3
358,1721,5
69,1721,4
606,1721,4
573,1721,1.5
503,1721,2.5
224,1721,5
12,1721,5
263,1721,4
484,1721,3
359,1721,4.5
254,1721,3.5
143,1721,4
560,1721,3.5
360,1721,4
232,1721,4.5
610,1721,3
414,1721,4
432,1721,4
376,1721,3.5
542,1721,3
213,1721,4
108,1721,4
462,1721,2.5
41,1721,5
132,1721,3
199,1721,3
428,1721,1
137,1721,4
369,1721,1.5
434,1721,3
249,1721,2
380,1721,2
489,1721,3.5
135,1721,2
223,1721,2
382,1721,5
115,1721,4
570,1721,3
111,1721,4
594,1721,4.5
226,1721,1.5
590,1721,3.5
222,1721,2.5
96,1721,2
477,1721,3.5
27,1721,5
75,1721,2.5
169,1721,5
201,1721,5
128,1721,4
265,1721,4
425,1721,3.5
495,1721,5
593,1721,4
159,1721,3.5
480,1721,4
301,1721,1.5
351,1721,4
481,1721,5
416,1721,0.5
493,1721,3
200,1721,2.5
357,1721,4
11,1721,5
274,1721,3.5
282,1721,3
599,1721,3
438,1721,3
558,1721,4
113,1721,4
307,1721,2
129,1721,3.5
57,1721,2
322,1721,1
156,1721,3
418,1721,3.5
551,1721,3.5
286,1721,1
163,1721,3
185,1721,3
355,1721,4
467,1721,4
62,1721,4
292,1721,4
601,1721,4
597,1721,4
209,1721,3
220,1721,5
212,122920,3
475,122920,3.5
233,122920,2
599,122920,2.5
249,122920,4.5
49,122920,4
380,122920,5
62,122920,4
305,122920,4
561,122920,3.5
610,122920,5
525,122920,3.5
586,122920,5
279,122920,3
567,122920,2.5
184,122920,4.5
596,122920,3.5
18,122920,3
382,122920,4
448,122920,3
298,122920,3
148,122920,3.5
305,94018,4
448,94018,1
534,94018,2
509,117529,3.5
567,117529,2
448,117529,2.5
256,117529,4
68,117529,4
341,117529,4
610,117529,3.5
305,117529,3
414,117529,3.5
122,117529,4
551,117529,1
21,117529,4
534,117529,3.5
563,117529,3.5
249,117529,3.5
380,117529,3
525,117529,3.5
352,117529,3
495,117529,3.5
382,117529,4
50,117529,1.5
298,117529,3
103,117529,4
331,96079,4
393,96079,5
564,96079,3
249,96079,4
561,96079,3
573,96079,5
261,96079,4
596,96079,3
339,96079,3.5
139,96079,3.5
205,96079,3
582,96079,4.5
610,96079,4
24,96079,3.5
526,96079,3.5
380,96079,2
328,96079,3.5
586,96079,3.5
68,96079,4.5
448,96079,4
551,96079,4.5
567,96079,3
103,96079,4
212,96079,4
80,96079,4.5
122,96079,4.5
73,96079,5
50,96079,2.5
522,96079,4.5
119,96079,3.5
10,96079,5
534,96079,3.5
489,96079,4
376,96079,4.5
63,96079,3.5
52,96079,3
21,96079,4
599,96079,3.5
246,96079,4.5
279,96079,5
408,96079,3
292,96079,4
256,96079,4
62,96079,4.5
352,96079,4
305,96079,3.5
209,96079,4
414,96079,4
517,96079,1
525,96079,4
307,8636,3.5
414,8636,4.5
230,8636,4
166,8636,5
482,8636,5
21,8636,3
534,8636,4
365,8636,3
356,8636,2.5
599,8636,3.5
370,8636,4
104,8636,3.5
460,8636,3.5
226,8636,4
91,8636,5
105,8636,3.5
95,8636,4.5
480,8636,5
167,8636,4
177,8636,3
393,8636,5
100,8636,4.5
438,8636,4.5
77,8636,5
239,8636,4
608,8636,3.5
288,8636,4.5
210,8636,4.5
448,8636,5
561,8636,3.5
114,8636,4.5
600,8636,3
606,8636,2.5
254,8636,3.5
459,8636,3
219,8636,3.5
590,8636,3.5
220,8636,4.5
570,8636,3.5
331,8636,3.5
34,8636,5
328,8636,3.5
298,8636,2.5
249,8636,4
223,8636,3
475,8636,4.5
73,8636,4
434,8636,2.5
580,8636,3
68,8636,4.5
187,8636,1
471,8636,2.5
232,8636,4
66,8636,5
274,8636,4
200,8636,2.5
218,8636,4
45,8636,3.5
103,8636,3
594,8636,5
301,8636,3
7,8636,4.5
610,8636,5
477,8636,4
263,8636,4
483,8636,3.5
292,8636,4
596,8636,3
428,8636,3
474,8636,5
573,8636,4
62,8636,4
10,8636,3.5
380,8636,5
48,8636,4.5
28,8636,3
381,8636,3
23,8636,3
567,8636,3.5
153,102125,0.5
298,102125,3
291,102125,4
380,102125,5
305,102125,2.5
139,102125,1.5
534,102125,3
393,102125,4
522,102125,3.5
80,102125,4
382,102125,4
561,102125,2.5
567,102125,3
550,102125,4
292,102125,4
249,102125,4
184,102125,4
462,102125,3
62,102125,3.5
582,102125,4.5
210,102125,4.5
573,102125,5
483,102125,4.5
596,102125,4
599,102125,3
18,102125,3.5
448,102125,3
586,102125,4.5
331,102125,3
610,102125,5
21,102125,3.5
318,102125,3
103,1032,4.5
600,1032,3
17,1032,4.5
226,1032,3
160,1032,3
232,1032,3
517,1032,4
177,1032,3.5
19,1032,1
288,1032,4
57,1032,4
395,1032,1
605,1032,1
448,1032,4
377,1032,4
484,1032,5
328,1032,3
68,1032,2.5
554,1032,4
217,1032,3
414,1032,4
385,1032,3
307,1032,4
590,1032,4
111,1032,3.5
39,1032,3
525,1032,2.5
387,1032,4.5
274,1032,3.5
599,1032,3.5
579,1032,3
318,1032,4
216,1032,4
20,1032,3.5
474,1032,2
483,1032,4
1,1032,5
509,1032,3
322,1032,3
109,1032,3
561,45499,2.5
414,45499,3.5
230,45499,3.5
448,45499,3.5
200,45499,4
610,45499,3
239,45499,4.5
480,45499,3
596,45499,1.5
462,45499,2.5
220,45499,4
166,45499,4.5
420,45499,3
387,45499,2
187,45499,2
475,45499,4
474,45499,4.5
477,45499,3.5
105,45499,4
298,45499,2.5
288,45499,4
567,45499,2
219,45499,3
7,45499,4
534,45499,4
232,45499,3.5
551,45499,4
308,45499,2
68,45499,2
132,45499,3
34,45499,5
438,45499,0.5
318,45499,3.5
177,45499,4
274,45499,3.5
393,45499,2
573,45499,3.5
62,45499,3
599,45499,2.5
18,45499,4
249,45499,3.5
590,45499,2.5
129,45499,4.5
356,45499,3
580,45499,4.5
381,45499,3
380,45499,4
586,45499,5
73,45499,5
466,45499,3.5
608,45499,4
21,45499,3.5
567,103141,2.5
119,103141,4.5
249,103141,4
523,103141,4
292,103141,3.5
586,103141,5
448,103141,4
21,103141,4
73,103141,4.5
298,103141,3
610,103141,3.5
122,103141,4.5
159,103141,3
475,103141,3
143,103141,4
177,103141,5
274,69526,3
213,69526,3.5
567,69526,1
475,69526,4
139,69526,1.5
477,69526,3
495,69526,1
298,69526,2
232,69526,3.5
462,69526,3
414,69526,2.5
573,69526,1.5
249,69526,3
610,69526,2
561,69526,1
220,69526,3
534,69526,2
21,69526,3.5
292,69526,3.5
448,69526,1
534,112370,2
298,112370,2.5
567,112370,1.5
448,112370,1.5
567,110553,1
596,110553,2.5
177,110553,4
610,110553,2
249,110553,3.5
534,110553,3
380,110553,2
21,110553,3
561,110553,2
448,110553,2.5
382,110553,3.5
610,87876,2.5
448,87876,3
586,87876,4
448,87430,1.5
177,87430,2.5
62,87430,3.5
73,87430,1
414,87430,2
249,87430,3
68,87430,3.5
292,87430,3.5
567,87430,1
380,87430,2
252,78499,5
401,78499,3.5
378,78499,4
466,78499,3.5
586,78499,4.5
141,78499,4
292,78499,4
332,78499,4
103,78499,3
331,78499,4
18,78499,4
143,78499,4
562,78499,4.5
105,78499,4
119,78499,3.5
328,78499,5
247,78499,4
249,78499,4
21,78499,4
251,78499,5
380,78499,5
490,78499,4
232,78499,5
139,78499,2
483,78499,5
525,78499,3.5
274,78499,4.5
339,78499,4
596,78499,3.5
471,78499,4.5
414,78499,5
17,78499,4
448,78499,5
210,78499,4
610,78499,5
177,78499,5
382,78499,5
211,78499,4
439,78499,4
381,78499,4
567,78499,2
73,78499,5
50,78499,2
16,78499,4.5
213,78499,4.5
159,78499,5
599,78499,2.5
601,78499,4
432,78499,4
561,78499,4.5
357,78499,4
63,78499,4
509,78499,4
68,78499,3.5
573,78499,5
68,68791,3.5
220,68791,3.5
475,68791,3.5
256,68791,3
477,68791,4
232,68791,4
21,68791,3.5
610,68791,3
274,68791,2.5
352,68791,3.5
78,68791,2
28,68791,4.5
305,68791,4
561,68791,2
249,68791,3
381,68791,3.5
139,68791,2.5
380,68791,3
154,130634,0.5
610,130634,4.5
382,130634,3.5
380,130634,3
534,130634,4
352,130634,1
318,103249,3.5
68,103249,3.5
352,103249,4
339,103249,2.5
443,103249,3
292,103249,3.5
483,103249,1.5
15,103249,3.5
73,103249,4
448,103249,2
298,103249,2
534,103249,4
380,103249,3
80,103249,4
249,103249,4
305,103249,2
610,103249,3
567,103249,1.5
365,103249,3
496,111362,3.5
551,111362,3.5
298,111362,3
177,111362,3.5
610,111362,4
18,111362,4
63,111362,3.5
475,111362,4.5
62,111362,4
509,111362,3.5
573,111362,5
68,111362,3
279,111362,3
21,111362,3.5
534,111362,3.5
380,111362,5
73,111362,5
525,111362,3.5
249,111362,4.5
29,111362,4.5
448,111362,3
599,111362,3.5
586,111362,4.5
497,111362,2
344,111362,5
567,111362,3
210,111362,4.5
393,111362,5
596,111362,3
483,111362,4
599,102445,3
522,102445,4.5
18,102445,4
227,102445,4
525,102445,2.5
63,102445,4.5
509,102445,3.5
139,102445,2
534,102445,3.5
249,102445,4.5
586,102445,4
561,102445,3.5
596,102445,3
573,102445,5
393,102445,4.5
318,102445,3.5
567,102445,2
462,102445,2
256,102445,4
448,102445,3
352,102445,4.5
380,102445,4
610,102445,3
292,102445,4
68,102445,5
73,102445,5
414,102445,3.5
567,101025,1
534,101025,4
249,101025,3
298,101025,0.5
448,101025,2.5
464,78105,2.5
249,78105,3
233,78105,1.5
62,78105,3.5
381,78105,3
318,78105,2.5
599,78105,2
561,78105,3
556,78105,4
509,78105,4
380,78105,4
448,78105,1
605,78105,3.5
256,103228,3.5
50,103228,2
249,103228,4.5
380,103228,4
448,103228,1
352,103228,4
21,103228,3.5
610,103228,4.5
525,103228,4
561,103228,3.5
599,103228,3
122,103228,4.5
298,103228,3.5
305,103228,5
610,87520,2.5
305,87520,2.5
567,87520,1.5
448,87520,0.5
21,87520,3.5
382,87520,3.5
213,87520,4
62,87520,2
298,87520,1
249,87520,3
534,87520,2
98,59615,1.5
103,59615,2.5
50,59615,2
213,59615,3.5
200,59615,1
256,59615,3
610,59615,3
220,59615,4
21,59615,4
567,59615,1
393,59615,2
226,59615,2.5
219,59615,3.5
18,59615,2.5
561,59615,2.5
387,59615,3
590,59615,3
307,59615,3.5
599,59615,2
400,59615,2.5
489,59615,0.5
298,59615,4.5
475,59615,4
249,59615,3
448,59615,2
24,59615,3.5
414,59615,2.5
477,59615,4
63,59615,4
274,59615,3.5
380,59615,4
68,59615,1
514,59615,3
83,59615,2
334,59615,3
483,59615,3.5
534,59615,3.5
139,59615,1.5
51,59615,5
567,136016,1
306,136016,4.5
21,136016,3
610,136016,3.5
52,95167,5
10,95167,4
567,95167,2
523,95167,4.5
596,95167,4
159,95167,3.5
292,95167,3
382,95167,4
610,95167,3.5
249,95167,4
517,95167,2.5
210,95167,3
448,95167,3
601,95167,4
525,95167,4
21,95167,3.5
177,95167,4
586,95167,5
561,95167,2.5
125,95167,3.5
68,95167,3
509,95167,4
252,95167,4.5
483,95167,4
205,95167,4
246,95167,4
534,95167,3
89,95167,1.5
496,95167,3
153,95167,0.5
610,135569,3.5
596,135569,4.5
249,135569,4
380,135569,4
551,135569,4.5
352,135569,4
365,135569,2.5
561,135569,3.5
448,135569,2.5
599,135569,3
62,135569,2.5
567,135569,2.5
18,135569,3.5
586,135569,4
328,135569,3.5
68,60069,4.5
466,60069,4.5
291,60069,5
407,60069,2.5
307,60069,5
551,60069,4.5
280,60069,4
543,60069,5
248,60069,4.5
509,60069,3.5
67,60069,3.5
256,60069,4.5
15,60069,3.5
219,60069,4.5
560,60069,4
330,60069,5
414,60069,4.5
520,60069,4.5
550,60069,4
376,60069,4.5
581,60069,4
319,60069,5
86,60069,3
288,60069,4.5
567,60069,3
582,60069,4
380,60069,5
220,60069,5
16,60069,4
148,60069,4.5
358,60069,4
610,60069,4.5
369,60069,3.5
590,60069,4
114,60069,3.5
351,60069,4
122,60069,5
246,60069,5
22,60069,2
339,60069,4.5
159,60069,2
305,60069,5
143,60069,2
258,60069,5
232,60069,3.5
30,60069,5
344,60069,3.5
432,60069,4
249,60069,4
210,60069,5
356,60069,3.5
471,60069,4.5
63,60069,4
601,60069,5
525,60069,3.5
17,60069,3.5
489,60069,4
52,60069,4
434,60069,3.5
445,60069,3.5
62,60069,4.5
352,60069,5
460,60069,5
328,60069,3.5
477,60069,5
103,60069,4
534,60069,2.5
334,60069,3.5
274,60069,3.5
382,60069,5
483,60069,5
561,60069,5
212,60069,4
599,60069,4
119,60069,4
318,60069,4.5
448,60069,2.5
132,60069,0.5
606,60069,4
105,60069,5
111,60069,3.5
596,60069,4.5
573,60069,4.5
398,60069,5
401,60069,4
515,60069,5
526,60069,4
233,60069,4
141,60069,5
557,60069,4
586,60069,5
292,60069,3.5
306,60069,5
426,60069,3.5
247,60069,3
440,60069,4
464,60069,2
125,60069,4
517,60069,2.5
487,60069,3.5
228,60069,4
28,60069,4
308,60069,4
25,60069,5
274,54648,2
610,54648,1.5
586,54648,4.5
462,54648,1
408,54648,4.5
414,72378,2
73,72378,2
249,72378,3
21,72378,3.5
318,72378,3.5
534,72378,4
601,72378,4
18,72378,3
448,72378,1.5
3,72378,0.5
153,72378,0.5
50,72378,1
274,72378,2
177,72378,3
152,72378,2
232,72378,3.5
305,72378,4
419,72378,4
610,72378,3
28,72378,2
98,72378,3
292,113345,1.5
610,113345,2.5
318,160563,3.5
382,160563,3.5
448,160563,2
408,160563,3.5
125,160563,3.5
365,160563,2.5
18,122924,4
599,122924,2.5
549,122924,5
586,122924,4.5
210,122924,4
448,122924,2
298,122924,1.5
596,122924,2.5
15,122924,1
249,122924,4
62,122924,4
380,122924,3
567,122924,1.5
610,122924,3.5
122,68954,5
104,68954,4
204,68954,4
16,68954,4
435,68954,4
143,68954,5
153,68954,2.5
365,68954,3
511,68954,4.5
489,68954,4.5
288,68954,4.5
15,68954,3.5
68,68954,3
582,68954,3.5
141,68954,5
154,68954,5
357,68954,3.5
307,68954,5
127,68954,0.5
509,68954,3.5
466,68954,5
125,68954,4
83,68954,4.5
10,68954,4
318,68954,4
407,68954,3
581,68954,4
209,68954,4
490,68954,3.5
599,68954,3
378,68954,4
73,68954,4
308,68954,3.5
567,68954,3
517,68954,5
222,68954,2.5
414,68954,4
291,68954,4
596,68954,3.5
41,68954,4
177,68954,4
586,68954,5
534,68954,3
132,68954,3.5
550,68954,4.5
426,68954,2.5
551,68954,4
533,68954,5
212,68954,3
119,68954,5
274,68954,3.5
448,68954,3
561,68954,4.5
381,68954,4.5
398,68954,5
401,68954,4
526,68954,3.5
459,68954,5
382,68954,4.5
62,68954,5
573,68954,4.5
22,68954,2
105,68954,3.5
249,68954,3.5
328,68954,4.5
538,68954,5
610,68954,3.5
25,68954,5
256,68954,4
21,68954,4.5
112,68954,4
539,68954,5
344,68954,5
258,68954,5
560,68954,3.5
305,68954,5
103,68954,3.5
139,68954,2.5
148,68954,4
601,68954,5
30,68954,5
460,68954,4.5
306,68954,4
298,68954,3
63,68954,4
232,68954,4.5
497,68954,5
246,68954,5
432,68954,4
52,68954,4
352,68954,4
434,68954,3.5
525,68954,3.5
590,68954,4
189,68954,4.5
111,68954,4
196,68954,4
483,68954,5
159,68954,3
563,68954,3.5
339,68954,3
380,68954,5
292,68954,4
18,68954,4
247,68954,4
414,59315,4
105,59315,3.5
582,59315,4.5
274,59315,3.5
22,59315,0.5
328,59315,3
528,59315,3
125,59315,3.5
483,59315,4
610,59315,4
203,59315,3
184,59315,4
78,59315,3
477,59315,4.5
307,59315,5
534,59315,4
475,59315,4
522,59315,4
288,59315,4
73,59315,4
200,59315,4.5
520,59315,5
509,59315,3
232,59315,4.5
139,59315,3
220,59315,4.5
334,59315,3.5
464,59315,3
382,59315,4.5
249,59315,4.5
525,59315,3
366,59315,3.5
212,59315,3
339,59315,3.5
320,59315,4
211,59315,4
246,59315,4
344,59315,4.5
80,59315,4.5
28,59315,4.5
86,59315,4
68,59315,4.5
551,59315,4
279,59315,2.5
332,59315,3.5
550,59315,5
586,59315,5
177,59315,3.5
106,59315,3.5
590,59315,3.5
21,59315,4
25,59315,4
466,59315,4
219,59315,5
318,59315,3.5
248,59315,4
596,59315,3.5
448,59315,4
298,59315,3.5
123,59315,4
573,59315,4.5
111,59315,2
401,59315,3.5
305,59315,4.5
515,59315,5
434,59315,4
196,59315,4.5
62,59315,3.5
561,59315,3.5
365,59315,3.5
292,59315,4.5
210,59315,4.5
227,59315,4.5
30,59315,5
352,59315,3
282,59315,3.5
247,59315,2
380,59315,5
393,59315,5
567,59315,3
141,59315,3
489,59315,4.5
291,59315,4
581,59315,4
432,59315,4.5
599,59315,3
239,59315,4.5
317,59315,3
233,59315,3
103,59315,1.5
407,59315,5
18,59315,4
15,59315,2
601,59315,5
210,90866,4.5
448,90866,4
503,90866,3.5
511,90866,4
517,90866,5
483,90866,3.5
567,90866,2.5
352,90866,4.5
318,90866,4
249,90866,4
177,90866,4
62,90866,3.5
509,90866,3
305,90866,3
610,90866,3.5
103,90866,4
252,90866,4.5
462,90866,2.5
344,2701,4.5
292,2701,3
115,2701,2
509,2701,3
480,2701,1.5
596,2701,1.5
590,2701,2.5
177,2701,2
342,2701,2
249,2701,3
182,2701,2.5
51,2701,0.5
28,2701,1.5
119,2701,3
187,2701,0.5
82,2701,4
288,2701,2
7,2701,1.5
359,2701,3
489,2701,1
381,2701,2
438,2701,2
239,2701,3
20,2701,1
599,2701,1
57,2701,1
608,2701,2.5
